arm,case_id,source_library,target_library,recorded_status,returncode,timed_out,first_passing_cycle,saved_cycles,saved_assessments
docs_disabled,pittcsc@pittapi__275fb928__urllib3__httpx,urllib3,httpx,success,0,False,2,2,2
docs_disabled,pittcsc@pittapi__275fb928__urllib3__requests,urllib3,requests,success,0,False,1,1,1
docs_disabled,raphaelauv@fastapi-aiohttp-example__99c2d449__aiohttp__httpx,aiohttp,httpx,failed,0,False,,21,21
docs_disabled,raphaelauv@fastapi-aiohttp-example__99c2d449__fastapi__sanic,fastapi,sanic,success,0,False,15,15,15
docs_disabled,rjvitorino@gists-catalogue__86eed6de__urllib3__requests,urllib3,requests,noop,0,False,,0,0
docs_disabled,rochacbruno@dundie-rewards__e35d6be5__httpx__aiohttp,httpx,aiohttp,success,0,False,1,1,1
docs_disabled,rochacbruno@dundie-rewards__e35d6be5__httpx__requests,httpx,requests,success,0,False,1,1,1
docs_disabled,rochacbruno@dundie-rewards__e35d6be5__httpx__urllib3,httpx,urllib3,success,0,False,1,1,1
docs_disabled,seamile@jsonfmt__c6f6d17f__toml__tomli,toml,tomli,success,0,False,2,2,2
docs_disabled,securisec@chepy__15beb6d7__colorama__rich,colorama,rich,success,0,False,1,1,1
docs_disabled,smartystreets@smartystreets-python-sdk__af56ea7f__requests__aiohttp,requests,aiohttp,failed,0,False,,21,21
docs_disabled,spiketools@spiketools__3df1ec3a__matplotlib__altair,matplotlib,altair,success,0,False,3,3,3
docs_disabled,stefanschinkel@gantt__28be0938__matplotlib__seaborn,matplotlib,seaborn,success,0,False,2,2,2
docs_disabled,stephenhillier@starlette_exporter__05b9e18c__httpx__urllib3,httpx,urllib3,noop,0,False,,0,0
docs_disabled,suadelabs@rattr__e9fa5ef3__attrs__cattrs,attrs,cattrs,failed,2,False,,1,0
docs_disabled,treasure-data@td-client-python__099f9578__urllib3__aiohttp,urllib3,aiohttp,success,0,False,3,3,3
docs_disabled,uploadcare@migro__31199fb3__aiohttp__httpx,aiohttp,httpx,success,0,False,3,3,3
docs_disabled,usda-ars-ussl@fluxpart__248f0b59__attrs__cattrs,attrs,cattrs,success,0,False,2,2,2
docs_disabled,yihong0618@klingcreator__e567c6a1__requests__aiohttp,requests,aiohttp,success,0,False,5,5,5
docs_disabled,yihong0618@klingcreator__e567c6a1__requests__urllib3,requests,urllib3,failed,0,False,,21,21
